Date,Minimum_temperature,Maximum_temperature,Evaporation,Speed_of_maximum_wind_gust,9am_Temperature,9am_wind_speed,9am_MSL_pressure,3pm_Temperature,3pm_wind_speed,3pm_MSL_pressure,Rainfall,Rain_Tomorrow,Month
5/22/19,3.9,17.9,2.4,39,10.8,19,1023,17.3,19,1021.9,0,No,May
5/23/19,7.8,17.8,2.6,41,12.7,13,1021.7,16.5,13,1016.8,0,No,May
5/24/19,5.2,19.1,3.2,37,11.2,20,1013.4,15.1,20,1008.6,0,No,May
5/25/19,8.8,17,0.8,59,15.4,28,1004.4,15.3,28,1002.2,0,No,May
5/26/19,9.4,14.9,3.8,54,11.3,26,1002.2,12.5,26,997.7,0,No,May
5/27/19,5.6,13,2.6,46,8.2,13,995.4,12.5,13,996.7,0.2,No,May
5/28/19,5.3,12,2.6,54,8.9,20,994.5,7.9,20,990.3,0.2,No,May
5/29/19,2.4,10.2,2,74,5.9,28,991.6,8.9,28,994.8,1,Yes,May
5/30/19,4.6,13.4,1.4,57,7.4,31,1011.1,12.2,31,1008.7,6.8,No,May
5/31/19,7.4,13.8,1.4,35,11.3,13,1020,13.5,13,1022.9,0.2,No,May
4/1/19,6.4,17.3,2.8,28,10.4,17,1024.2,16.2,17,1023.6,0,No,April
4/2/19,5.6,19.7,3.4,31,9.3,17,1026.4,17.5,17,1021.2,0,No,April
4/3/19,9.2,19.4,4.6,57,18.6,35,1016,17,35,1023.8,0,No,April
4/4/19,4.5,18.2,3.4,33,6.8,17,1036.8,16.5,17,1034.4,0,No,April
4/5/19,6.8,21.7,4,54,11.9,28,1029,20.5,28,1021.5,0,Yes,April
4/6/19,11.7,20.2,4.2,46,16,28,1012.2,19.2,28,1013.9,4.2,No,April
4/7/19,8.6,21.8,6,78,14.3,28,1011.3,21.1,28,1003.8,0,No,April
4/8/19,8.2,18.7,6,59,13.2,33,1007.5,17.4,33,1002.1,2.6,No,April
4/9/19,6.9,15.5,3.6,43,10.5,17,1010.9,13.8,17,1013,0.2,No,April
4/10/19,7.5,18,3.2,35,12.9,15,1023.4,15.9,15,1022.2,0,No,April
4/11/19,6.6,18.2,4.2,31,12,17,1025,17.1,17,1023.4,0,No,April
4/12/19,6.5,21.9,2.8,35,12,15,1023.1,21.3,15,1017.2,0,No,April
4/13/19,8.2,17.7,3,39,13.9,28,1024.5,15.2,28,1025.8,0.8,Yes,April
4/14/19,10.5,18.3,3.6,26,13,15,1031.2,17.3,15,1027.9,8.2,No,April
4/15/19,8.1,21,2.8,41,14.7,31,1027.7,19.1,31,1022.1,0,No,April
4/16/19,11.7,27.2,3.8,39,16.6,17,1022.4,26.6,17,1018.8,0,No,April
4/17/19,16.5,29.1,4.6,54,22.2,28,1017,26.6,28,1012.8,0,Yes,April
4/18/19,10.7,16.8,6.8,46,11.6,26,1020.8,14.9,26,1024,8.2,No,April
4/19/19,5.4,15.6,2.6,26,8.7,19,1032.8,14.8,19,1029.5,0,No,April
4/20/19,5.6,23.7,2.4,33,12,20,1026.5,23.4,20,1021.6,0,No,April
4/21/19,11.5,26.3,3.8,37,17.2,11,1018.4,24.4,11,1015,0,No,April
4/22/19,12.9,19.2,3.8,39,14.3,22,1022.2,17.8,22,1023,2.8,No,April
4/23/19,7.3,19.9,4,33,12.1,15,1026.7,18.7,15,1024,0,No,April
4/24/19,9.4,19.7,4,52,13.2,13,1021.4,18.1,13,1015,0,No,April
4/25/19,12.6,19,3.6,72,15.5,39,1011.3,18.4,39,1006.3,0,No,April
4/26/19,7.7,12.5,5.4,83,10.8,28,1002.4,10.9,28,1005.1,0,No,April
4/27/19,6.6,16.9,3.6,94,11.8,35,1013.6,15.6,35,1007.7,0,No,April
4/28/19,11.7,16.3,5.8,74,15.1,26,1012.2,14.9,26,1016.3,0,No,April
4/29/19,7.8,18.9,3.8,33,12.7,15,1022.3,18.4,15,1018.7,0,No,April
4/30/19,7.3,21.9,2.8,31,12.6,17,1014.8,21.3,17,1011,0,No,April
3/1/19,12,29.9,4.4,35,18.9,19,1020.8,29.4,19,1017.6,0,No,March
3/2/19,18.9,38.1,7,56,26.1,31,1018,37.5,31,1014.5,0,No,March
3/3/19,16.6,28.7,14,50,17.9,7,1016.2,20.2,7,1012.6,0,No,March
3/4/19,10.6,26.6,2,35,15.5,26,1017,22.6,26,1014.5,0.8,No,March
3/5/19,11.5,23,5.4,52,14.5,20,1011.1,21.7,20,1004.2,0,No,March
3/6/19,9.8,15.8,4.6,61,13.7,7,1005.6,9.9,7,1009.6,1.6,No,March
3/7/19,7.2,20.9,3.4,46,11.4,24,1019.9,18.5,24,1017.4,2.8,No,March
3/8/19,11.4,23.9,7.6,52,17,19,1012.8,22.4,19,1013.4,0,No,March
3/9/19,10.9,16.9,4.2,24,12,13,1022.2,15.9,13,1020.8,2.8,No,March
3/10/19,11.3,24,1.6,54,15.9,28,1011.8,22.8,28,1004.8,1.6,No,March
3/11/19,8.7,22,4.2,39,12.9,22,1007.8,20.5,22,1003.8,0.2,No,March
3/12/19,12.7,17.9,8,57,13.5,28,1001.5,16.1,28,1004.5,0.4,No,March
3/13/19,5.8,16.6,3.8,33,9.7,17,1018.9,15.6,17,1018.2,0.6,No,March
3/14/19,7,22.4,4.4,31,11.2,24,1016.9,19.5,24,1013.1,0,No,March
3/15/19,11.2,20.1,5.2,37,14.3,24,1019.6,19.1,24,1020.9,0,No,March
3/16/19,11,22.9,5,35,13.8,26,1026.3,22.4,26,1024.6,0,No,March
3/17/19,9.4,22.4,3.4,41,13.3,28,1024.8,20.9,28,1022,0,No,March
3/18/19,11.7,21.5,3.8,33,15.5,24,1024.3,20.1,24,1021.6,0,No,March
3/19/19,10.8,21.4,6.6,28,13.1,20,1021.4,19.7,20,1019.4,0,No,March
3/20/19,13,23.5,2.6,26,17.5,17,1019.1,21.3,17,1017.3,0.6,No,March
3/21/19,14.7,18.4,2,33,17.1,22,1020.1,17.8,22,1020.4,0,No,March
3/23/19,14.9,23.9,2.6,35,17.9,15,1011.3,19.9,15,1005.7,0,No,March
3/24/19,14.9,25,3.2,43,18.1,13,1007.1,22.2,13,1002.1,0.4,No,March
3/25/19,13.5,15.1,7.4,81,14.5,52,990.3,12.3,52,992.6,0.2,No,March
3/26/19,8.4,17.9,5.2,70,13.7,33,1003,16.9,33,1009.7,0.2,No,March
3/27/19,8.1,21.4,4.6,31,11.6,22,1021.7,18.7,22,1019.1,0,No,March
3/28/19,9.2,24.6,4,35,13.9,13,1015.3,24.3,13,1010,0,No,March
3/29/19,10.3,27.8,4,61,16.6,26,1003.8,23.3,26,999.3,0,Yes,March
3/30/19,11,17.9,8.8,43,11.6,30,1005.1,16.7,30,1003.3,4,No,March
3/31/19,3.4,16,3.8,54,11.9,33,1006.6,14,33,1011.3,0.4,No,March
2/1/19,8.6,20.6,4.8,35,14.3,26,1024.9,18.8,26,1023.8,1.4,No,February
2/2/19,9.5,27.4,6.4,46,16,19,1021.4,26,19,1014.5,0,No,February
2/3/19,12.8,28.7,7.4,48,21.7,33,1007.4,24.2,33,1005.9,0,No,February
2/4/19,15.2,22.9,7.6,41,16.8,30,1014.1,20.6,30,1014.1,0.4,No,February
2/5/19,13.1,17.6,8.6,33,13.5,15,1024.2,16,15,1024.8,0,No,February
2/6/19,13,24.6,1.6,43,17.5,30,1023.7,24,30,1020.2,0.6,Yes,February
2/7/19,17.5,29.3,7,52,20.5,31,1009.4,28.5,31,1003.3,14,Yes,February
2/8/19,16.7,23.3,5.4,52,21,30,1000,22.4,30,998.5,8.6,No,February
2/9/19,11.8,17.6,8.2,50,14.2,17,990.8,15.3,17,994.2,0,No,February
2/10/19,11.9,25.3,3.8,50,16.6,20,1001,22.4,20,1000.4,0.8,No,February
2/11/19,16.3,27.3,6.4,57,20.6,15,996.9,22.1,15,993.1,0,Yes,February
2/12/19,15.7,17.2,6.4,74,15.8,37,979.3,16.3,37,985,6.4,Yes,February
2/13/19,7.9,18.3,6.4,54,10.5,30,1001.8,17.5,30,1004.4,7.4,No,February
2/14/19,10.5,22.1,7,59,16.3,28,1007.5,20,28,1010.8,0,No,February
2/15/19,14,21.7,5.6,43,16.7,19,1022.4,20.2,19,1023,0,No,February
2/16/19,14.5,24.7,4.2,48,18.5,20,1019.9,23.7,20,1014.5,0,No,February
2/17/19,14.2,26,5.6,41,16.2,13,1010.8,22.1,13,1006.3,1.8,No,February
2/18/19,15.9,25.1,4.4,63,21.2,39,999.6,22.9,39,997.8,0,No,February
2/19/19,12.3,21.1,7.8,59,15,30,1004.5,19.8,30,1006.7,0,No,February
2/20/19,12.2,21.9,8.4,50,16.8,22,1006.3,19.9,22,1005.9,0,No,February
2/21/19,12,19.4,7.2,43,14.5,11,1012.1,18,11,1015,0,No,February
2/22/19,11.1,22,3.4,30,15.6,15,1022.2,20.9,15,1021.1,0.4,No,February
2/23/19,12.9,17.4,4,37,14.6,22,1029,16.1,22,1029.9,0,No,February
2/24/19,7.3,26.1,3.8,37,13,24,1030.7,22.7,24,1027.8,0,No,February
2/25/19,12.8,32.2,9.6,67,19.1,17,1023.5,31,17,1018,0,No,February
2/26/19,13,18.5,7.2,41,13.2,26,1021.4,16.8,26,1021.3,1.2,No,February
2/27/19,7.3,21.1,4.2,31,11.2,20,1027.3,20,20,1024.8,0,No,February
2/28/19,11,24.5,3.8,28,16.2,19,1024.3,21.9,19,1021.3,0,No,February
